DEBUG: General     , 1641825166203> LoggerManager.init                  > Initializing...
LOG  : Lua         , 1641825210046> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701370059/mods/Dynamic Traits Sauce Edition/media/lua/client/DTRecipesByPerkLevel.lua
LOG  : Lua         , 1641825210047> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701370059/mods/Dynamic Traits Sauce Edition/media/lua/client/DTinitializations.lua
LOG  : Lua         , 1641825210047> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701370059/mods/Dynamic Traits Sauce Edition/media/lua/client/DTmodifiers.lua
LOG  : Lua         , 1641825210047> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701370059/mods/Dynamic Traits Sauce Edition/media/lua/client/DTstaticTraits.lua
LOG  : Lua         , 1641825210048> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2122265954/mods/ScrapWeapons (New Version)/media/lua/client/Definitions/AttachedSWeaponDefinitions.lua
LOG  : Lua         , 1641825210049> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2631394459/mods/EliazFitness&StrengthBooks/media/lua/client/EliazFitness&StrengthBooks_Tweaks.lua
LOG  : Lua         , 1641825210049> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701170568/mods/ExtraMapSymbolsUI/media/lua/client/ExtraMapSymbolsUI.Crayons.lua
LOG  : Lua         , 1641825210049> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2701170568/mods/ExtraMapSymbolsUI/media/lua/client/ExtraMapSymbolsUI.lua
WARN : Lua         , 1641825210051> LuaManager$GlobalObject.require> require("ISUI/Map/ISMap") failed
WARN : Lua         , 1641825210051> LuaManager$GlobalObject.require> require("ISUI/Map/ISWorldMap") failed
WARN : Lua         , 1641825210051> LuaManager$GlobalObject.require> require("ISUI/Map/ISWorldMapSymbols") failed
LOG  : Lua         , 1641825210051> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/GunFighter_01Keys.lua
LOG  : Lua         , 1641825210053> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/GunFighter_02Function.lua
LOG  : Lua         , 1641825210058> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/GunFighter_03Transform.lua
LOG  : Lua         , 1641825210062> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2392709985/mods/Tsar Common Library/media/lua/client/Hack/Vehicles/ISUI/HackISVehicleMechanics.lua
LOG  : Lua         , 1641825210062> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/ScrapArmor (New Version)/media/lua/client/Hotbar/SwordSheath_ISHotbarAttachDefinition.lua
LOG  : Lua         , 1641825210063> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/client/Hotbar/Toolbelt_ISHotbarAttachDefinition.lua
LOG  : Lua         , 1641825210063> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2688622178/mods/AnaLGiNs_RenewableFoodResources/media/lua/client/ISUI/ANL_ISInventoryPaneContextMenu.lua
LOG  : Lua         , 1641825210063> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2688622178/mods/AnaLGiNs_RenewableFoodResources/media/lua/client/ISUI/ANL_ISToolTipInv.lua
LOG  : Lua         , 1641825210064> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2631394459/mods/EliazFitness&StrengthBooks/media/lua/client/ISUI/EliazFitness&StrengthBooks_ISFitnessUI.lua
LOG  : Lua         , 1641825210064> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2503622437/mods/Skill Recovery Journal/media/lua/client/ISUI/WriteLiteratureoverwrite.lua
LOG  : Lua         , 1641825210065> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/client/ItemTweaker_Copy_CC.lua
LOG  : Lua         , 1641825210065> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/client/ItemTweaker_ModOptions.lua
LOG  : Lua         , 1641825210065> Loading: F:/Program/Steam/steamapps/workshop/content/108600/547784112/mods/NoRestForTheWicked/media/lua/client/NoRestForTheWicked.lua
LOG  : Lua         , 1641825210066> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2478768005/mods/TMC_Trolley/media/lua/client/OnEquipTrolley.lua
LOG  : Lua         , 1641825210067> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2659216714/mods/OutTheWindow/media/lua/client/OutTheWindow/OutTheWindow_ContextMenu.lua
LOG  : Lua         , 1641825210067> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2659216714/mods/OutTheWindow/media/lua/client/OutTheWindow/OutTheWindow_ThrowCorpseAction.lua
LOG  : Lua         , 1641825210067> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2659216714/mods/OutTheWindow/media/lua/client/OutTheWindow/OutTheWindow_Utils.lua
LOG  : Lua         , 1641825210068> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2659093221/mods/Progressive Character Creation/media/lua/client/ProgressiveCharacter_ProgressionCheck.lua
LOG  : General     , 1641825210069> ModOptions: Loading ini data...
LOG  : Lua         , 1641825210071> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2122265954/mods/ScrapWeapons (New Version)/media/lua/client/SWeaponsTraits.lua
WARN : Lua         , 1641825210071> LuaManager$GlobalObject.require> require("Items/Distributions") failed
WARN : Lua         , 1641825210071> LuaManager$GlobalObject.require> require("Items/ProceduralDistributions") failed
LOG  : Lua         , 1641825210071> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/41.56_ISEjectMagazine.lua
LOG  : Lua         , 1641825210072> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/41.56_ISInsertMagazine.lua
LOG  : Lua         , 1641825210072> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/41.56_ISRackFirearm.lua
LOG  : Lua         , 1641825210073> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/41.56_ISReloadWeaponAction.lua
LOG  : Lua         , 1641825210073> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/41.56_ISUnloadBulletsFromFirearm.lua
LOG  : Lua         , 1641825210074> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2688622178/mods/AnaLGiNs_RenewableFoodResources/media/lua/client/TimedActions/ANL_ISEndFermentation.lua
LOG  : Lua         , 1641825210074> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/TimedActions/ISActivateTrailerGenerator.lua
LOG  : Lua         , 1641825210075> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/TimedActions/ISPlugTrailerGenerator.lua
LOG  : Lua         , 1641825210075> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2478768005/mods/TMC_Trolley/media/lua/client/TimedActions/ISTakeTrolley.lua
LOG  : Lua         , 1641825210075> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/TimedActions/ISToggleSpotlights.lua
LOG  : Lua         , 1641825210076> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/TimedActions/ISUnplugTrailerGenerator.lua
LOG  : Lua         , 1641825210076> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/OLD_ISInsertMagazine.lua
LOG  : Lua         , 1641825210077> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/OLD_ISReloadWeaponAction.lua
LOG  : Lua         , 1641825210077> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL26-GunFighter/media/lua/client/TimedActions/REF_Hardcore_Reloading.lua
LOG  : Lua         , 1641825210078> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/Trailers/ISHotwireTrailerHome.lua
LOG  : Lua         , 1641825210078> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/Trailers/ISShutOffTrailerHomeEngine.lua
LOG  : Lua         , 1641825210078> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/Trailers/ISStartTrailerHomeEngine.lua
LOG  : Lua         , 1641825210079> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/Trailers/ISTrailerHomeMenu.lua
LOG  : Lua         , 1641825210079> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/client/Trailers/ISWorldObjectContextMenuForTrailerGenerator.lua
LOG  : Lua         , 1641825210080> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/client/TweakVehiclesitemsIcons.lua
LOG  : Lua         , 1641825210080> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2392709985/mods/Tsar Common Library/media/lua/client/Utils.lua
LOG  : Lua         , 1641825210081> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2392709985/mods/Tsar Common Library/media/lua/client/_Debug/ATADebug.lua
LOG  : Lua         , 1641825210081> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2392709985/mods/Tsar Common Library/media/lua/client/_Debug/TrailersDebug.lua
LOG  : Lua         , 1641825210082> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/ScrapArmor (New Version)/media/lua/client/armor.lua
LOG  : Lua         , 1641825210083> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/ScrapArmor (New Version)/media/lua/client/armor_definitions.lua
LOG  : Lua         , 1641825210084> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2503622437/mods/Skill Recovery Journal/media/lua/client/debug.lua
LOG  : Lua         , 1641825210084> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/core/em_core.lua
LOG  : General     , 1641825210085> [ Loading EM_TRANSLATIONDATA ]
LOG  : General     , 1641825210085> [ Loading EM_CORE ]
LOG  : Lua         , 1641825210085> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/em_iconSelectorInfoBox.lua
LOG  : Lua         , 1641825210086> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/em_infoBoxBase.lua
LOG  : Lua         , 1641825210086> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/em_slider.lua
LOG  : Lua         , 1641825210087> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_avatarInfoBox.lua
LOG  : Lua         , 1641825210088> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_calendarInfoBox.lua
LOG  : Lua         , 1641825210089> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_colorPicker_RGB.lua
LOG  : Lua         , 1641825210089> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_colorPicker_RGBA.lua
LOG  : Lua         , 1641825210090> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_coordinateInfoBox.lua
LOG  : Lua         , 1641825210090> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_iconInfoBox.lua
LOG  : Lua         , 1641825210091> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_personal_beacon_infoBox.lua
LOG  : Lua         , 1641825210092> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_progressBar.lua
LOG  : Lua         , 1641825210092> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_radioInfoBox.lua
LOG  : Lua         , 1641825210092> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/elements/window/em_safehouseInfoBox.lua
LOG  : Lua         , 1641825210093> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/avatars/em_avatar.lua
LOG  : General     , 1641825210094> Loading EM_AVATAR
LOG  : Lua         , 1641825210094> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/em_mapIconBase.lua
LOG  : General     , 1641825210095> Loading ERIS_MINIMAP_MAPICONS
LOG  : Lua         , 1641825210095> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/em_mapIconGroupBase.lua
LOG  : Lua         , 1641825210097> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_areaIconGroup.lua
LOG  : Lua         , 1641825210098> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_cellObjectIconGroup.lua
LOG  : Lua         , 1641825210099> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_customMarkerIconGroup.lua
LOG  : Lua         , 1641825210100> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_localPlayerIconGroup.lua
LOG  : Lua         , 1641825210101> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_radioPingIconGroup.lua
LOG  : Lua         , 1641825210102> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_safehouseIconGroup.lua
LOG  : Lua         , 1641825210102> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/groups/em_worldObjectsGroup.lua
LOG  : Lua         , 1641825210103> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/icons/metagroups/em_mapIconMetaGroup.lua
LOG  : Lua         , 1641825210104> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/radio/beacon/em_beacon.lua
LOG  : General     , 1641825210105> [ Loading EM_BEACON ]
LOG  : Lua         , 1641825210105> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/radio/em_radio.lua
LOG  : Lua         , 1641825210105> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/radio/personal_beacon/em_personal_beacon.lua
LOG  : General     , 1641825210106> [ Loading EM_PERSONAL_BEACON ]
LOG  : Lua         , 1641825210106> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/settings/em_settings.lua
LOG  : General     , 1641825210108> [ Loading EM_SETTINGS ]
LOG  : Lua         , 1641825210114> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/affine/affine.lua
LOG  : Lua         , 1641825210115> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/em_advanced_settings.lua
LOG  : Lua         , 1641825210116> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/em_editmarker.lua
LOG  : General     , 1641825210118> [ Loading EM_EDITMARKER ]
LOG  : Lua         , 1641825210118> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/em_map.lua
LOG  : General     , 1641825210120> [ Loading EM_MAP ]
LOG  : Lua         , 1641825210120> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/em_minimap.lua
LOG  : General     , 1641825210122> [ Loading EM_MINIMAP ]
LOG  : Lua         , 1641825210122> Loading: F:/Program/Steam/steamapps/workshop/content/108600/1619603097/mods/eris_minimap/media/lua/client/eris_minimap/window/em_window.lua
LOG  : General     , 1641825210123> [ Loading EM_WINDOW ]
LOG  : Lua         , 1641825210124> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/ScrapArmor (New Version)/media/lua/client/shieldArmor.lua
LOG  : Lua         , 1641825210125> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/Scrap Armor/media/lua/client/soundWhenInArmor.lua
LOG  : Lua         , 1641825210125> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2122265954/mods/ScrapWeapons (New Version)/media/lua/client/ss_stabytime.lua
LOG  : Lua         , 1641825210125> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2658619264/mods/ScrapArmor (New Version)/media/lua/client/timed_actions.lua
LOG  : Lua         , 1641825210126> Loading: F:/Program/Steam/steamapps/workshop/content/108600/2503622437/mods/Skill Recovery Journal/media/lua/client/zzz/Skill Recovery Journal Main.lua
LOG  : General     , 1641825210127> Skill Recovery Journal: ver:0.3-transcribeOverTime-LANG-HOTFIX
LOG  : General     , 1641825210152> Base.Bag_Schoolbag: weightreduction, 70
LOG  : General     , 1641825210152> Base.Bag_Schoolbag: weight, 0.5
LOG  : General     , 1641825210152> Base.Bag_Schoolbag: capacity, 20
LOG  : General     , 1641825210153> Base.Bag_Schoolbag: runspeedmodifier, 0.99
LOG  : General     , 1641825210153> Base.Suitcase: weightreduction, 70
LOG  : General     , 1641825210153> Base.Suitcase: weight, 1.5
LOG  : General     , 1641825210153> Base.Suitcase: capacity, 20
LOG  : General     , 1641825210153> Base.Suitcase: runspeedmodifier, 0.99
LOG  : General     , 1641825210153> Base.Tote: weightreduction, 70
LOG  : General     , 1641825210154> Base.Tote: weight, 0.25
LOG  : General     , 1641825210154> Base.Tote: capacity, 16
LOG  : General     , 1641825210154> Base.Purse: weightreduction, 70
LOG  : General     , 1641825210154> Base.Purse: weight, 0.25
LOG  : General     , 1641825210154> Base.Purse: capacity, 16
LOG  : General     , 1641825210154> Base.Bag_GolfBag: weightreduction, 80
LOG  : General     , 1641825210154> Base.Bag_GolfBag: weight, 0.6
LOG  : General     , 1641825210155> Base.Bag_GolfBag: capacity, 23
LOG  : General     , 1641825210155> Base.Bag_GolfBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210155> Base.Bag_WeaponBag: weightreduction, 80
LOG  : General     , 1641825210155> Base.Bag_WeaponBag: weight, 0.5
LOG  : General     , 1641825210155> Base.Bag_WeaponBag: capacity, 23
LOG  : General     , 1641825210155> Base.Bag_WeaponBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210156> Base.Bag_InmateEscapedBag: weightreduction, 80
LOG  : General     , 1641825210156> Base.Bag_InmateEscapedBag: weight, 0.5
LOG  : General     , 1641825210156> Base.Bag_InmateEscapedBag: capacity, 23
LOG  : General     , 1641825210156> Base.Bag_InmateEscapedBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210156> Base.Bag_MoneyBag: weightreduction, 80
LOG  : General     , 1641825210156> Base.Bag_MoneyBag: weight, 0.5
LOG  : General     , 1641825210157> Base.Bag_MoneyBag: capacity, 23
LOG  : General     , 1641825210157> Base.Bag_MoneyBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210157> Base.Bag_WorkerBag: weightreduction, 80
LOG  : General     , 1641825210157> Base.Bag_WorkerBag: weight, 0.5
LOG  : General     , 1641825210158> Base.Bag_WorkerBag: capacity, 23
LOG  : General     , 1641825210158> Base.Bag_WorkerBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210158> Base.Bag_DuffelBag: weightreduction, 80
LOG  : General     , 1641825210158> Base.Bag_DuffelBag: weight, 0.5
LOG  : General     , 1641825210159> Base.Bag_DuffelBag: capacity, 23
LOG  : General     , 1641825210159> Base.Bag_DuffelBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210159> Base.Bag_DuffelBagTINT: weightreduction, 80
LOG  : General     , 1641825210159> Base.Bag_DuffelBagTINT: weight, 0.5
LOG  : General     , 1641825210159> Base.Bag_DuffelBagTINT: capacity, 23
LOG  : General     , 1641825210160> Base.Bag_DuffelBagTINT: runspeedmodifier, 0.99
LOG  : General     , 1641825210160> Base.Bag_ShotgunBag: weightreduction, 80
LOG  : General     , 1641825210160> Base.Bag_ShotgunBag: weight, 0.5
LOG  : General     , 1641825210160> Base.Bag_ShotgunBag: capacity, 23
LOG  : General     , 1641825210160> Base.Bag_ShotgunBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210160> Base.Bag_ShotgunSawnoffBag: weightreduction, 80
LOG  : General     , 1641825210160> Base.Bag_ShotgunSawnoffBag: weight, 0.5
LOG  : General     , 1641825210161> Base.Bag_ShotgunSawnoffBag: capacity, 23
LOG  : General     , 1641825210161> Base.Bag_ShotgunSawnoffBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210161> Base.Bag_ShotgunDblBag: weightreduction, 80
LOG  : General     , 1641825210161> Base.Bag_ShotgunDblBag: weight, 0.5
LOG  : General     , 1641825210161> Base.Bag_ShotgunDblBag: capacity, 23
LOG  : General     , 1641825210162> Base.Bag_ShotgunDblBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210162> Base.Bag_ShotgunDblSawnoffBag: weightreduction, 80
LOG  : General     , 1641825210162> Base.Bag_ShotgunDblSawnoffBag: weight, 0.5
LOG  : General     , 1641825210162> Base.Bag_ShotgunDblSawnoffBag: capacity, 23
LOG  : General     , 1641825210162> Base.Bag_ShotgunDblSawnoffBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210162> Base.Bag_NormalHikingBag: weightreduction, 85
LOG  : General     , 1641825210163> Base.Bag_NormalHikingBag: weight, 0.6
LOG  : General     , 1641825210163> Base.Bag_NormalHikingBag: capacity, 26
LOG  : General     , 1641825210163> Base.Bag_NormalHikingBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210163> Base.Bag_BigHikingBag: weightreduction, 90
LOG  : General     , 1641825210163> Base.Bag_BigHikingBag: weight, 0.75
LOG  : General     , 1641825210163> Base.Bag_BigHikingBag: capacity, 28
LOG  : General     , 1641825210164> Base.Bag_BigHikingBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210164> Base.Bag_SurvivorBag: weightreduction, 95
LOG  : General     , 1641825210164> Base.Bag_SurvivorBag: weight, 1
LOG  : General     , 1641825210164> Base.Bag_SurvivorBag: capacity, 35
LOG  : General     , 1641825210164> Base.Bag_SurvivorBag: runspeedmodifier, 0.99
LOG  : General     , 1641825210165> Base.Bag_ALICEpack: weightreduction, 95
LOG  : General     , 1641825210165> Base.Bag_ALICEpack: weight, 1
LOG  : General     , 1641825210165> Base.Bag_ALICEpack: capacity, 35
LOG  : General     , 1641825210165> Base.Bag_ALICEpack: runspeedmodifier, 0.99
LOG  : General     , 1641825210165> Base.Bag_ALICEpack_Army: weightreduction, 95
LOG  : General     , 1641825210165> Base.Bag_ALICEpack_Army: weight, 1
LOG  : General     , 1641825210165> Base.Bag_ALICEpack_Army: capacity, 35
LOG  : General     , 1641825210166> Base.Bag_ALICEpack_Army: runspeedmodifier, 0.99
LOG  : General     , 1641825210166> Base.Bag_FannyPackFront: weightreduction, 95
LOG  : General     , 1641825210166> Base.Bag_FannyPackFront: weight, 0.1
LOG  : General     , 1641825210166> Base.Bag_FannyPackFront: capacity, 4
LOG  : General     , 1641825210166> Base.Bag_FannyPackFront: runspeedmodifier, 0.99
LOG  : General     , 1641825210167> Base.Bag_FannyPackBack: weightreduction, 95
LOG  : General     , 1641825210167> Base.Bag_FannyPackBack: weight, 0.1
LOG  : General     , 1641825210167> Base.Bag_FannyPackBack: capacity, 4
LOG  : General     , 1641825210167> Base.Bag_FannyPackBack: runspeedmodifier, 0.99
LOG  : General     , 1641825210167> Base.Bag_Satchel: weightreduction, 95
LOG  : General     , 1641825210167> Base.Bag_Satchel: weight, 0.5
LOG  : General     , 1641825210168> Base.Bag_Satchel: capacity, 16
LOG  : General     , 1641825210168> Base.Bag_Satchel: canbeequipped, FannyPackBack
LOG  : General     , 1641825210168> Base.Bag_Satchel: bodylocation, Nose
LOG  : General     , 1641825210168> Base.Bag_Satchel: clothingitemextra, Bag_Satchel
LOG  : General     , 1641825210168> Base.Bag_Satchel: clothingitemextraoption, FannyPack_WearBack
LOG  : General     , 1641825210168> Base.Bag_Sniper_Pack: weightreduction, 95
LOG  : General     , 1641825210169> Base.Bag_Sniper_Pack: weight, 1
LOG  : General     , 1641825210169> Base.Bag_Sniper_Pack: runspeedmodifier, 0.99
LOG  : General     , 1641825210169> Base.Bag_ARVN_Rucksack: weightreduction, 95
LOG  : General     , 1641825210169> Base.Bag_ARVN_Rucksack: weight, 1
LOG  : General     , 1641825210169> Base.Bag_ARVN_Rucksack: runspeedmodifier, 0.99
LOG  : General     , 1641825210169> Base.Bag_ST53_Set: weightreduction, 95
LOG  : General     , 1641825210170> Base.Bag_ST53_Set: weight, 1
LOG  : General     , 1641825210170> Base.Bag_ST53_Set: runspeedmodifier, 0.99
LOG  : General     , 1641825210170> Base.Bag_ZIP: weightreduction, 95
LOG  : General     , 1641825210170> Base.Bag_ZIP: weight, 1
LOG  : General     , 1641825210170> Base.Bag_ZIP: runspeedmodifier, 0.99
LOG  : General     , 1641825210170> Base.Bag_SSO: weightreduction, 95
LOG  : General     , 1641825210171> Base.Bag_SSO: weight, 1
LOG  : General     , 1641825210171> Base.Bag_SSO: runspeedmodifier, 0.99
LOG  : General     , 1641825210171> Base.Bag_Savotta: weightreduction, 95
LOG  : General     , 1641825210171> Base.Bag_Savotta: weight, 1
LOG  : General     , 1641825210171> Base.Bag_Savotta: runspeedmodifier, 0.99
LOG  : General     , 1641825210172> Base.Bag_Bush: weightreduction, 95
LOG  : General     , 1641825210172> Base.Bag_Bush: weight, 1
LOG  : General     , 1641825210172> Base.Bag_Bush: runspeedmodifier, 0.99
LOG  : General     , 1641825210172> Base.Bag_Hunting: weightreduction, 95
LOG  : General     , 1641825210172> Base.Bag_Hunting: weight, 1
LOG  : General     , 1641825210172> Base.Bag_Hunting: runspeedmodifier, 0.99
LOG  : General     , 1641825210173> Base.Bag_Radio_Pack: weightreduction, 95
LOG  : General     , 1641825210173> Base.Bag_Radio_Pack: weight, 1
LOG  : General     , 1641825210173> Base.Bag_Radio_Pack: runspeedmodifier, 0.99
LOG  : General     , 1641825210173> Base.Bag_Tactical_Belt_Front: weightreduction, 95
LOG  : General     , 1641825210173> Base.Bag_Tactical_Belt_Front: weight, 0.25
